Timestamp,Data,Label,Reason,Confidence
2025-06-14 22:12:36,"{'src_port': 443, 'dst_port': 63971, 'packet_size': 7747, 'duration_ms': 185, 'protocol': 'TCP'}",Suspicious Traffic,The packet size of 7747 bytes is unusually large for a TCP connection. This could indicate a potential man-in-the-middle attack or a malicious payload being transmitted. Further investigation is required to determine the cause of this anomaly.,0.015946229100778364
2025-06-14 22:12:38,"{'src_port': 8080, 'dst_port': 50729, 'packet_size': 370, 'duration_ms': 462, 'protocol': 'TCP'}",Connection Duration Anomaly,The duration of the connection between the source and destination ports is significantly longer than the average connection duration for this particular protocol. This could indicate a potential security issue or a malicious activity.,0.010182057449019122
2025-06-14 22:12:40,"{'src_port': 8080, 'dst_port': 22403, 'packet_size': 122, 'duration_ms': 432, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 122 bytes is significantly smaller than the average packet size for UDP traffic, which is typically around 500-1000 bytes. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack.",0.018839870780518186
2025-06-14 22:13:30,"{'src_port': 443, 'dst_port': 57125, 'packet_size': 1342, 'duration_ms': 498, 'protocol': 'UNKNOWN'}",Unknown Protocol Anomaly,The packet protocol is not recognized by the network traffic data. This could indicate a malicious activity or a new protocol that is not yet known to the network security system. Further investigation is required to determine the cause of this anomaly.,0.0062851303450338625
2025-06-14 22:13:36,"{'src_port': 8080, 'dst_port': 47163, 'packet_size': 1194, 'duration_ms': 475, 'protocol': 'TCP'}",Connection Duration Anomaly,The duration of the connection is significantly longer than the average connection duration for the given protocol and port numbers. This could indicate a potential security issue such as a denial-of-service (DoS) attack or a malicious connection.,0.025590444628320164
2025-06-14 22:13:50,"{'src_port': 8080, 'dst_port': 45976, 'packet_size': 260, 'duration_ms': 103, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 260 bytes is significantly larger than the average packet size of UDP traffic, which is typically around 500 bytes. This could indicate a potential security issue or a malicious activity on the network.",0.009785828012597864
2025-06-14 22:13:58,"{'src_port': 8080, 'dst_port': 61182, 'packet_size': 921, 'duration_ms': 497, 'protocol': 'TCP'}",Connection Duration Anomaly,"The duration of the connection between the source and destination ports is unusually long for a typical HTTP request. The duration of 497 ms is significantly longer than the average duration of an HTTP request, which is typically less than 100 ms. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or a malicious connection attempt.",0.05249701691290398
2025-06-14 22:14:02,"{'src_port': 8080, 'dst_port': 1839, 'packet_size': 998, 'duration_ms': 496, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 998 bytes is significantly larger than the average packet size of UDP traffic, which is typically around 500-1000 bytes. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack.",0.04436089933042864
2025-06-14 22:14:08,"{'src_port': 8080, 'dst_port': 9291, 'packet_size': 101, 'duration_ms': 340, 'protocol': 'UDP'}",Packet Size Anomaly,The packet size of 101 bytes is significantly larger than the average packet size of 50 bytes for this network traffic. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a network intrusion.,0.021808461083754227
2025-06-14 22:14:12,"{'src_port': 6666, 'dst_port': 62397, 'packet_size': 242, 'duration_ms': 226, 'protocol': 'TCP'}",Connection Duration Anomaly,"The duration of the connection is significantly longer than the average connection duration for this particular protocol and port combination. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or a malicious connection. It is important to investigate further to determine the cause of the anomaly.",0.01218424221473935
2025-06-14 22:14:57,"{'src_port': 8080, 'dst_port': 60486, 'packet_size': 1259, 'duration_ms': 117, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 1259 bytes is significantly larger than the average packet size of UDP traffic, which is typically around 500-1000 bytes. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or malicious traffic attempting to exploit a vulnerability in the network.",0.020507099997869704
2025-06-14 22:15:12,"{'src_port': 8080, 'dst_port': 57485, 'packet_size': 1170, 'duration_ms': 105, 'protocol': 'TCP'}",Connection Duration Anomaly,The duration of the connection is significantly longer than the average connection duration for the given protocol and port numbers. This could indicate a potential security issue such as a denial-of-service (DoS) attack or a malicious connection.,0.016173958668494248
2025-06-14 22:15:34,"{'src_port': 6666, 'dst_port': 62577, 'packet_size': 974, 'duration_ms': 66, 'protocol': 'TCP'}",Connection Duration Anomaly,"The duration of the connection is unusually long for a TCP connection. The average duration of a TCP connection is around 100-200 ms. However, this connection has a duration of 66 ms which is significantly shorter than the average. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack.",0.0369937038047381
2025-06-14 22:15:39,"{'src_port': 8080, 'dst_port': 1833, 'packet_size': 1129, 'duration_ms': 125, 'protocol': 'TCP'}",Packet Size Anomaly,The packet size of 1129 bytes is significantly larger than the average packet size for the given network traffic. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack. It is important to investigate further to determine the cause of the anomaly and take appropriate action to mitigate any potential security risks.,0.019687885106511094
2025-06-14 22:15:44,"{'src_port': 9999, 'dst_port': 63225, 'packet_size': 358, 'duration_ms': 179, 'protocol': 'TCP'}",High Traffic Anomaly,"The packet size of 358 bytes is significantly larger than the average packet size for TCP traffic, which is typically around 500-1000 bytes. This could indicate a potential denial-of-service (DoS) attack or a malicious traffic pattern. Further investigation is required to determine the cause of the anomaly.",0.009784890494940579
2025-06-14 22:15:46,"{'src_port': 8080, 'dst_port': 60430, 'packet_size': 1318, 'duration_ms': 277, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 1318 bytes is significantly larger than the average packet size of UDP traffic, which is typically around 500-1000 bytes. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or a malicious payload being transmitted. It is important to investigate further to determine the cause and take appropriate action to mitigate any potential risks.",0.016128389304451374
2025-06-14 22:17:51,"{'src_port': 6666, 'dst_port': 64209, 'packet_size': 1361, 'duration_ms': 255, 'protocol': 'TCP'}",High Traffic Volume Anomaly,The packet size of 1361 bytes is unusually large for a TCP connection. This could indicate a potential denial-of-service (DoS) attack or a malicious activity that is attempting to consume a significant amount of network bandwidth. It is important to investigate further to determine the cause of this anomaly and take appropriate action to mitigate any potential security risks.,0.03033328042359884
2025-06-14 22:18:00,"{'src_port': 8080, 'dst_port': 60066, 'packet_size': 232, 'duration_ms': 474, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 232 bytes is significantly larger than the average packet size of UDP traffic, which is typically around 500 bytes. This could indicate a potential security issue or a malicious activity on the network.",0.04711398257686539
2025-06-14 22:18:01,"{'src_port': 443, 'dst_port': 62855, 'packet_size': 1208, 'duration_ms': 499, 'protocol': 'UDP'}",Traffic Anomaly,The packet size of 1208 bytes is unusually large for a UDP packet. The average packet size for UDP is around 500-1000 bytes. This could indicate a potential security threat or a malicious activity.,0.02075258262875701
2025-06-14 22:18:02,"{'src_port': 8080, 'dst_port': 61179, 'packet_size': 317, 'duration_ms': 346, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 317 bytes is significantly larger than the average packet size for UDP traffic, which is typically around 500 bytes. This could indicate a potential security issue or a malicious activity on the network.",0.006044090219880616
2025-06-14 22:18:03,"{'src_port': 8080, 'dst_port': 17002, 'packet_size': 955, 'duration_ms': 482, 'protocol': 'UDP'}",Packet Size Anomaly,The packet size of 955 bytes is significantly larger than the average packet size for UDP traffic. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack. It is important to investigate further to determine the source of the anomaly and take appropriate action to mitigate any potential security risks.,0.009284422640017387
2025-06-14 22:18:04,"{'src_port': 8080, 'dst_port': 63184, 'packet_size': 167, 'duration_ms': 167, 'protocol': 'TCP'}",Connection Timeout,"The duration of the connection is too short for a normal TCP handshake. The connection should take at least 2 RTTs (round-trip times) to establish a connection, but this connection only took 1 RTT. This could indicate a problem with the network or the application.",0.028051224849948153
2025-06-14 22:18:05,"{'src_port': 80, 'dst_port': 56257, 'packet_size': 142, 'duration_ms': 3191, 'protocol': 'TCP'}",Connection Timeout,The duration of the connection is significantly longer than the average connection time for the given protocol and port numbers. This could indicate a connection timeout or a network congestion issue.,0.004846316340817336
2025-06-14 22:18:06,"{'src_port': 8080, 'dst_port': 14958, 'packet_size': 131, 'duration_ms': 435, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 131 bytes is significantly smaller than the average packet size for UDP traffic on port 14958, which is typically around 1000 bytes. This could indicate a potential security issue or a malicious attack.",0.028368119445600026
2025-06-14 22:18:18,"{'src_port': 443, 'dst_port': 61340, 'packet_size': 4602, 'duration_ms': 140, 'protocol': 'TCP'}",Connection Length Anomaly,The duration of the connection is significantly longer than the average connection length for the given protocol and port numbers. This could indicate a potential security issue such as a denial-of-service (DoS) attack or a malicious connection.,0.014302895971326723
2025-06-14 22:18:26,"{'src_port': 1337, 'dst_port': 62801, 'packet_size': 1162, 'duration_ms': 478, 'protocol': 'TCP'}",Connection Duration Anomaly,The duration of the connection is significantly longer than the average connection duration for the given protocol and port numbers. This could indicate a potential security issue such as a denial-of-service (DoS) attack or a malicious connection.,0.011957456179854664
2025-06-14 22:20:34,"{'src_port': 443, 'dst_port': 3596, 'packet_size': 1340, 'duration_ms': 62, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 1340 bytes is significantly larger than the average packet size for UDP traffic, which is typically around 500-1000 bytes. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or malicious traffic attempting to exploit a vulnerability in the network.",0.015022353460442006
2025-06-14 22:20:36,"{'src_port': 8080, 'dst_port': 51544, 'packet_size': 1383, 'duration_ms': 284, 'protocol': 'TCP'}",Packet Size Anomaly,The packet size of 1383 bytes is significantly larger than the average packet size of 1000 bytes for this network. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack. It is important to investigate further to determine the cause of this anomaly.,0.008116738988296235
2025-06-14 22:20:37,"{'src_port': 8080, 'dst_port': 15694, 'packet_size': 1350, 'duration_ms': 458, 'protocol': 'TCP'}",Connection Duration Anomaly,The duration of the connection between the source and destination ports is significantly longer than the average connection duration for this particular protocol. This could indicate a potential security issue or a malicious activity.,0.024074643542165264
2025-06-14 22:20:39,"{'src_port': 8080, 'dst_port': 41666, 'packet_size': 1238, 'duration_ms': 63, 'protocol': 'TCP'}",Connection Duration Anomaly,The duration of the connection is significantly longer than the average connection duration for the given protocol and port numbers. This could indicate a potential security issue such as a denial-of-service (DoS) attack or a malicious connection.,0.025335599062749847
2025-06-14 22:20:41,"{'src_port': 8080, 'dst_port': 25693, 'packet_size': 1452, 'duration_ms': 215, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 1452 bytes is significantly larger than the average packet size of UDP traffic, which is typically around 500-1000 bytes. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack.",0.008957130727286211
2025-06-14 22:20:42,"{'src_port': 6666, 'dst_port': 61630, 'packet_size': 1020, 'duration_ms': 123, 'protocol': 'TCP'}",High Traffic Volume Anomaly,The network traffic data shows a high volume of traffic with a packet size of 1020 bytes and a duration of 123 ms. This is unusual as it exceeds the normal traffic patterns on this network. It could indicate a potential DDoS attack or a malicious activity that needs to be investigated further.,0.006216146739880912
2025-06-14 22:20:43,"{'src_port': 9999, 'dst_port': 61836, 'packet_size': 956, 'duration_ms': 403, 'protocol': 'TCP'}",Connection Duration Anomaly,"The duration of the connection (403 ms) is significantly longer than the average duration of connections on this network (100 ms). This could indicate a potential security issue, such as a denial-of-service (DoS) attack or a malicious connection. Further investigation is required to determine the cause of the anomaly.",0.015505894254316255
2025-06-14 22:20:43,"{'src_port': 443, 'dst_port': 60528, 'packet_size': 836, 'duration_ms': 59, 'protocol': 'UDP'}",Traffic Anomaly,The packet size of 836 bytes is unusually large for a UDP packet. The average packet size for UDP is around 500 bytes. This could indicate a potential DDoS attack or a malicious actor attempting to flood the network with large packets.,0.0014373729791234968
2025-06-14 22:20:44,"{'src_port': 443, 'dst_port': 62540, 'packet_size': 1335, 'duration_ms': 53, 'protocol': 'TCP'}",Connection Timeout,The duration of the connection is unusually long for a TCP connection. The packet size is also larger than the average for a TCP connection. This could indicate a connection timeout or a network congestion issue.,0.03398251898300031
2025-06-14 22:21:03,"{'src_port': 9999, 'dst_port': 62231, 'packet_size': 1201, 'duration_ms': 304, 'protocol': 'TCP'}",Packet Size Anomaly,The packet size of 1201 bytes is significantly larger than the average packet size of 64 bytes for TCP traffic. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack. It is important to investigate further to determine the source of the anomaly and take appropriate action to mitigate any potential security risks.,0.013920807370965571
2025-06-14 22:21:12,"{'src_port': 8080, 'dst_port': 48849, 'packet_size': 1479, 'duration_ms': 81, 'protocol': 'TCP'}",Connection Timeout,"The duration of the connection is longer than the expected time for a TCP connection. The expected time for a TCP connection is around 200ms. However, the duration of this connection is 81ms, which is significantly shorter than the expected time. This could indicate a connection timeout or a problem with the network infrastructure.",0.04682702574799347
2025-06-14 22:21:14,"{'src_port': 8080, 'dst_port': 9451, 'packet_size': 1354, 'duration_ms': 66, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 1354 bytes is significantly larger than the average packet size for UDP traffic, which is typically around 500-1000 bytes. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or malicious traffic attempting to exploit a vulnerability in the network.",0.04126490061307886
2025-06-14 22:21:21,"{'src_port': 443, 'dst_port': 50748, 'packet_size': 4606, 'duration_ms': 479, 'protocol': 'TCP'}",Connection Length Anomaly,The duration of the connection (479 ms) is significantly longer than the average duration of a connection on this network (300 ms). This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack. It is important to investigate further to determine the cause of this anomaly.,0.014643634660402083
2025-06-14 22:21:22,"{'src_port': 1337, 'dst_port': 65271, 'packet_size': 1010, 'duration_ms': 102, 'protocol': 'TCP'}",Packet Size Anomaly,The packet size of 1010 bytes is significantly larger than the average packet size of 500 bytes for this network. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack. It is important to investigate further to determine the source of the anomaly and take appropriate action to mitigate any potential security risks.,0.007363812896462041
2025-06-14 22:21:24,"{'src_port': 9999, 'dst_port': 64429, 'packet_size': 167, 'duration_ms': 253, 'protocol': 'TCP'}",Packet Size Anomaly,The packet size of 167 bytes is significantly larger than the average packet size of 100 bytes for this network. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack. It is important to investigate further to determine the cause of this anomaly.,0.03005740589886874
2025-06-14 22:21:26,"{'src_port': 8080, 'dst_port': 44650, 'packet_size': 1053, 'duration_ms': 487, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 1053 bytes is significantly larger than the average packet size for UDP traffic, which is typically around 500-1000 bytes. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack. It is important to investigate further to determine the source of the anomaly and take appropriate action to mitigate any potential security risks.",0.030329835087806623
2025-06-14 22:21:28,"{'src_port': 8080, 'dst_port': 57916, 'packet_size': 732, 'duration_ms': 487, 'protocol': 'TCP'}",Connection Duration Anomaly,"The duration of the connection between the source and destination ports is significantly longer than the average connection duration for this particular protocol. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or a malicious connection attempt. It is important to investigate further to determine the cause of the anomaly and take appropriate action to mitigate any potential risks.",0.03172874662935021
2025-06-14 22:21:46,"{'src_port': 443, 'dst_port': 65083, 'packet_size': 404, 'duration_ms': 453, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 404 bytes is significantly larger than the average packet size of UDP traffic, which is typically around 500 bytes. This could indicate a malicious activity such as a denial-of-service (DoS) attack or a man-in-the-middle (MITM) attack.",0.0062330993863585205
2025-06-14 22:22:05,"{'src_port': 9999, 'dst_port': 61136, 'packet_size': 1340, 'duration_ms': 127, 'protocol': 'TCP'}",Connection Duration Anomaly,"The duration of the connection is unusually long for a TCP connection. The average duration of a TCP connection is around 100-200 ms. However, this connection has a duration of 127 ms, which is significantly longer than the average. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or a malicious connection. Further investigation is required to determine the cause of the anomaly.",0.025676802946070998
2025-06-14 22:22:32,"{'src_port': 8080, 'dst_port': 46158, 'packet_size': 1408, 'duration_ms': 417, 'protocol': 'UDP'}",Packet Size Anomaly,"The packet size of 1408 bytes is significantly larger than the average packet size for UDP traffic, which is typically around 500-1000 bytes. This could indicate a potential security issue, such as a denial-of-service (DoS) attack or malicious traffic attempting to exploit a vulnerability in the network.",0.022008173519617702
